0.571,0.727,-1.905,0.997,0.069,0.02,0.034,1.0,0.0,0.0,0.0,0.986,0.121,0.031,0.107,0.998,0.249,0.0,0.002,0.982,0.181,-0.014,-0.058,1.0,0.0,-0.0,0.0,0.998,0.053,-0.038,-0.027,0.999,0.009,-0.051,-0.001,1.0,0.0,0.0,0.0,0.971,0.049,-0.02,0.232,0.78,0.214,0.48,-0.34,0.922,0.443,0.142,0.332,0.948,0.133,-0.259,0.126,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.986,-0.167,0.004,0.006,0.999,-0.034,0.037,-0.021,1.0,0.014,0.02,0.003,0.985,-0.03,0.017,-0.168,0.733,-0.155,-0.447,0.489,0.922,0.254,-0.117,-0.274,0.986,0.125,0.086,-0.075,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.958,-0.282,-0.017,-0.049,0.998,0.287,-0.0,-0.002,0.977,-0.184,0.025,0.108,0.982,-0.191,0.006,0.002
0.569,0.681,-1.816,0.998,0.058,0.006,0.028,1.0,0.0,0.0,0.0,0.994,0.055,-0.001,0.095,0.998,0.445,0.0,0.003,0.988,0.134,-0.023,-0.077,0.981,-0.196,-0.006,-0.003,0.997,0.065,-0.032,-0.025,0.999,0.012,-0.042,0.003,1.0,0.0,0.0,0.0,0.971,0.045,-0.025,0.233,0.754,0.167,0.508,-0.382,0.922,0.412,0.138,0.323,0.955,0.133,-0.238,0.12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.986,-0.168,0.008,0.013,0.998,-0.038,0.03,-0.036,1.0,0.013,0.018,-0.004,0.986,-0.027,0.021,-0.166,0.759,-0.083,-0.423,0.488,0.922,0.271,-0.12,-0.28,0.987,0.125,0.077,-0.072,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.968,-0.243,-0.009,-0.067,0.998,0.278,-0.0,-0.002,0.98,-0.162,0.026,0.111,0.976,-0.218,0.007,0.003
0.568,0.622,-1.735,0.999,0.042,-0.012,-0.008,1.0,0.0,0.0,0.0,0.998,-0.027,-0.046,0.042,0.998,0.633,0.001,0.004,0.993,0.065,-0.029,-0.096,0.989,-0.147,-0.005,-0.002,0.996,0.082,-0.018,0.002,0.999,0.021,-0.026,0.014,1.0,0.0,0.0,0.0,0.973,0.035,-0.027,0.226,0.742,0.108,0.519,-0.41,0.922,0.361,0.131,0.307,0.953,0.133,-0.244,0.122,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.991,-0.132,0.011,-0.009,0.996,-0.082,0.032,-0.023,1.0,-0.008,0.019,0.001,0.984,-0.017,0.025,-0.173,0.8,0.035,-0.391,0.454,0.922,0.301,-0.124,-0.29,0.987,0.124,0.076,-0.072,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.971,-0.21,-0.02,-0.116,0.998,0.327,-0.0,-0.003,0.978,-0.188,0.022,0.084,1.0,-0.0,0.0,0.0
0.571,0.568,-1.657,0.996,0.026,-0.047,-0.065,1.0,0.0,0.0,0.0,0.987,-0.125,-0.094,-0.033,0.998,0.754,0.001,0.005,0.996,0.007,-0.025,-0.086,0.984,-0.176,-0.005,-0.002,0.993,0.112,0.001,0.043,0.999,0.033,-0.003,0.028,1.0,0.0,0.0,0.0,0.977,0.021,-0.029,0.212,0.741,0.03,0.508,-0.438,0.922,0.306,0.124,0.289,0.959,0.132,-0.223,0.115,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.99,-0.134,0.026,-0.024,0.993,-0.105,0.036,-0.033,1.0,-0.016,0.022,-0.003,0.982,-0.003,0.03,-0.187,0.835,0.197,-0.346,0.38,0.922,0.33,-0.128,-0.3,0.988,0.124,0.061,-0.068,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.972,-0.159,-0.034,-0.171,0.998,0.355,-0.0,-0.003,0.973,-0.22,0.021,0.061,1.0,-0.009,0.0,0.0
0.571,0.534,-1.563,0.994,0.034,-0.079,-0.071,1.0,0.0,0.0,0.0,0.964,-0.238,-0.113,-0.041,0.998,0.791,0.001,0.005,0.994,-0.039,-0.027,-0.097,0.984,-0.177,-0.005,-0.002,0.993,0.11,0.011,0.045,0.999,0.03,0.011,0.021,1.0,0.0,0.0,0.0,0.979,0.013,-0.031,0.201,0.733,-0.073,0.501,-0.453,0.922,0.277,0.119,0.279,0.956,0.132,-0.234,0.119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,-0.118,0.033,-0.022,0.992,-0.121,0.034,-0.031,0.999,-0.023,0.02,-0.006,0.98,0.005,0.034,-0.198,0.839,0.308,-0.308,0.326,0.922,0.368,-0.134,-0.312,0.99,0.122,0.029,-0.057,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.979,-0.106,-0.059,-0.166,0.998,0.339,-0.0,-0.003,0.968,-0.244,0.021,0.048,1.0,-0.014,0.0,0.0
0.57,0.515,-1.452,0.993,0.044,-0.086,-0.061,1.0,0.0,0.0,0.0,0.944,-0.32,-0.083,-0.005,0.998,0.756,0.001,0.005,0.991,-0.047,-0.033,-0.124,0.992,-0.129,-0.004,-0.002,0.994,0.097,0.016,0.044,0.999,0.023,0.019,0.014,1.0,0.0,0.0,0.0,0.981,0.008,-0.029,0.193,0.722,-0.145,0.498,-0.458,0.922,0.26,0.117,0.273,0.96,0.132,-0.218,0.114,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.992,-0.116,0.025,-0.04,0.993,-0.116,0.031,-0.007,1.0,-0.023,0.017,0.003,0.978,0.01,0.033,-0.206,0.841,0.355,-0.285,0.293,0.922,0.412,-0.139,-0.326,0.99,0.122,0.031,-0.058,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984,-0.029,-0.091,-0.152,0.998,0.277,-0.0,-0.002,0.976,-0.207,0.021,0.059,0.993,-0.115,0.004,0.001
0.569,0.506,-1.327,0.994,0.055,-0.074,-0.051,1.0,0.0,0.0,0.0,0.933,-0.358,-0.033,0.022,0.998,0.661,0.001,0.004,0.988,-0.081,-0.031,-0.126,0.996,-0.092,-0.003,-0.001,0.995,0.081,0.018,0.049,1.0,0.012,0.022,0.009,1.0,0.0,0.0,0.0,0.982,0.006,-0.03,0.184,0.709,-0.198,0.489,-0.468,0.922,0.259,0.117,0.273,0.955,0.132,-0.237,0.12,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.991,-0.123,0.016,-0.043,0.995,-0.099,0.02,0.002,1.0,-0.016,0.01,0.005,0.976,0.012,0.035,-0.215,0.843,0.342,-0.294,0.293,0.922,0.453,-0.145,-0.338,0.988,0.124,0.065,-0.069,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.985,0.04,-0.092,-0.139,0.998,0.217,-0.0,-0.002,0.996,-0.08,0.015,0.044,0.979,-0.204,0.006,0.003
0.567,0.5,-1.197,0.996,0.048,-0.066,-0.048,1.0,0.0,0.0,0.0,0.946,-0.322,-0.009,0.032,0.998,0.493,0.0,0.004,0.987,-0.106,-0.028,-0.114,0.992,-0.126,-0.004,-0.002,0.996,0.079,0.02,0.048,1.0,0.01,0.025,0.011,1.0,0.0,0.0,0.0,0.982,0.005,-0.032,0.185,0.701,-0.225,0.462,-0.493,0.922,0.266,0.118,0.275,0.956,0.132,-0.234,0.119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.988,-0.142,0.008,-0.055,0.997,-0.075,0.018,0.019,1.0,-0.006,0.008,0.012,0.976,0.013,0.037,-0.213,0.839,0.302,-0.329,0.311,0.922,0.471,-0.147,-0.343,0.99,0.123,0.041,-0.061,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.984,0.108,-0.068,-0.12,0.998,0.165,-0.0,-0.002,0.994,0.104,0.004,0.031,0.987,-0.158,0.005,0.002
0.564,0.475,-1.073,0.995,0.047,-0.07,-0.055,1.0,0.0,0.0,0.0,0.962,-0.271,0.001,0.029,0.998,0.306,0.0,0.003,0.986,-0.135,-0.024,-0.096,0.981,-0.193,-0.006,-0.002,0.997,0.064,0.024,0.046,0.999,0.009,0.029,0.014,1.0,0.0,0.0,0.0,0.982,0.003,-0.024,0.19,0.7,-0.232,0.429,-0.522,0.922,0.283,0.12,0.281,0.954,0.133,-0.242,0.121,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.988,-0.143,0.01,-0.053,0.998,-0.057,0.017,0.021,1.0,0.002,0.007,0.013,0.977,0.015,0.029,-0.21,0.832,0.256,-0.368,0.327,0.922,0.467,-0.147,-0.342,0.987,0.125,0.076,-0.072,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.982,0.124,-0.075,-0.117,0.998,0.204,-0.0,-0.002,0.99,0.13,0.012,0.052,0.989,-0.149,0.005,0.002
0.562,0.432,-0.957,0.995,0.035,-0.072,-0.068,1.0,0.0,0.0,0.0,0.975,-0.219,0.014,0.027,0.998,0.215,0.0,0.002,0.98,-0.16,-0.026,-0.113,0.979,-0.204,-0.006,-0.003,0.996,0.062,0.027,0.054,0.999,0.014,0.032,0.016,1.0,0.0,0.0,0.0,0.982,0.001,-0.017,0.188,0.713,-0.207,0.391,-0.544,0.922,0.3,0.123,0.287,0.957,0.132,-0.232,0.118,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.988,-0.143,0.013,-0.05,0.998,-0.054,0.016,0.021,1.0,0.004,0.006,0.012,0.977,0.017,0.022,-0.212,0.822,0.201,-0.402,0.35,0.922,0.437,-0.143,-0.334,0.985,0.125,0.093,-0.077,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.982,0.118,-0.082,-0.123,0.998,0.301,-0.0,-0.003,0.99,0.11,0.027,0.088,0.993,-0.116,0.004,0.002
